xmin,ymin,xmax,ymax
100.39085880078125,25.50249259375,100.64439654687499,25.6492238125,13
99.6302455625,25.6492238125,100.13732105468749,25.94268625,45
100.13732105468749,25.6492238125,100.64439654687499,25.94268625,261
100.64439654687499,25.355761375,101.65854753125,25.94268625,209
101.65854753125,24.7688365,102.16562302343749,25.0622989375,10
102.16562302343749,24.7688365,102.41916076953125,24.915567718749998,6
102.41916076953125,24.7688365,102.672698515625,24.915567718749998,123
102.16562302343749,24.915567718749998,102.41916076953125,25.0622989375,51
102.41916076953125,24.915567718749998,102.54592964257813,24.988933328125,236
102.54592964257813,24.915567718749998,102.672698515625,24.988933328125,74
102.41916076953125,24.988933328125,102.54592964257813,25.0622989375,0
102.54592964257813,24.988933328125,102.672698515625,25.0622989375,404
101.65854753125,25.0622989375,102.16562302343749,25.355761375,149
102.16562302343749,25.0622989375,102.672698515625,25.355761375,495
102.672698515625,24.7688365,102.92623626171874,24.915567718749998,374
102.92623626171874,24.7688365,103.1797740078125,24.915567718749998,45
102.672698515625,24.915567718749998,102.73608295214844,24.9522505234375,22
102.73608295214844,24.915567718749998,102.79946738867187,24.9522505234375,162
102.672698515625,24.9522505234375,102.73608295214844,24.988933328125,305
102.73608295214844,24.9522505234375,102.76777517041015,24.97059192578125,125
102.76777517041015,24.9522505234375,102.79946738867187,24.97059192578125,264
102.73608295214844,24.97059192578125,102.7519290612793,24.979762626953125,8
102.7519290612793,24.97059192578125,102.76777517041015,24.979762626953125,73
102.73608295214844,24.979762626953125,102.7519290612793,24.988933328125,11
102.7519290612793,24.979762626953125,102.75985211584472,24.984347977539063,268
102.75985211584472,24.979762626953125,102.76777517041015,24.984347977539063,262
102.7519290612793,24.984347977539063,102.75985211584472,24.988933328125,3
102.75985211584472,24.984347977539063,102.76381364312743,24.98664065283203,12
102.76381364312743,24.984347977539063,102.76777517041015,24.98664065283203,21
102.75985211584472,24.98664065283203,102.76381364312743,24.988933328125,202
102.76381364312743,24.98664065283203,102.76777517041015,24.988933328125,273
102.76777517041015,24.97059192578125,102.79946738867187,24.988933328125,261
102.79946738867187,24.915567718749998,102.92623626171874,24.988933328125,302
102.672698515625,24.988933328125,102.70439073388673,25.00727473046875,255
102.70439073388673,24.988933328125,102.73608295214844,25.00727473046875,142
102.672698515625,25.00727473046875,102.70439073388673,25.0256161328125,101
102.70439073388673,25.00727473046875,102.73608295214844,25.0256161328125,155
102.73608295214844,24.988933328125,102.7519290612793,24.998104029296876,17
102.7519290612793,24.988933328125,102.75985211584472,24.993518678710938,2
102.75985211584472,24.988933328125,102.76381364312743,24.99122600341797,266
102.76381364312743,24.988933328125,102.76777517041015,24.99122600341797,271
102.75985211584472,24.99122600341797,102.76381364312743,24.993518678710938,36
102.76381364312743,24.99122600341797,102.76777517041015,24.993518678710938,19
102.7519290612793,24.993518678710938,102.75985211584472,24.998104029296876,0
102.75985211584472,24.993518678710938,102.76777517041015,24.998104029296876,71
102.73608295214844,24.998104029296876,102.7519290612793,25.00727473046875,39
102.7519290612793,24.998104029296876,102.76777517041015,25.00727473046875,361
102.76777517041015,24.988933328125,102.79946738867187,25.00727473046875,116
102.73608295214844,25.00727473046875,102.76777517041015,25.0256161328125,342
102.76777517041015,25.00727473046875,102.79946738867187,25.0256161328125,47
102.672698515625,25.0256161328125,102.73608295214844,25.0622989375,343
102.73608295214844,25.0256161328125,102.79946738867187,25.0622989375,341
102.79946738867187,24.988933328125,102.92623626171874,25.0622989375,244
102.92623626171874,24.915567718749998,103.1797740078125,25.0622989375,191
103.1797740078125,24.7688365,103.6868495,25.0622989375,349
102.672698515625,25.0622989375,102.70439073388673,25.080640339843747,60
102.70439073388673,25.0622989375,102.73608295214844,25.080640339843747,401
102.672698515625,25.080640339843747,102.70439073388673,25.098981742187497,18
102.70439073388673,25.080640339843747,102.73608295214844,25.098981742187497,118
102.73608295214844,25.0622989375,102.79946738867187,25.098981742187497,415
102.672698515625,25.098981742187497,102.73608295214844,25.135664546875,73
102.73608295214844,25.098981742187497,102.79946738867187,25.135664546875,82
102.79946738867187,25.0622989375,102.92623626171874,25.135664546875,36
102.672698515625,25.135664546875,102.79946738867187,25.20903015625,33
102.79946738867187,25.135664546875,102.92623626171874,25.20903015625,0
102.92623626171874,25.0622989375,103.1797740078125,25.20903015625,24
102.672698515625,25.20903015625,102.92623626171874,25.355761375,9
102.92623626171874,25.20903015625,103.1797740078125,25.355761375,266
103.1797740078125,25.0622989375,103.6868495,25.355761375,21
101.65854753125,25.355761375,102.672698515625,25.94268625,460
102.672698515625,25.355761375,103.6868495,25.94268625,405
99.6302455625,25.94268625,100.64439654687499,26.529611125000002,143
100.64439654687499,25.94268625,101.65854753125,26.529611125000002,15
99.6302455625,26.529611125000002,100.13732105468749,26.8230735625,20
100.13732105468749,26.529611125000002,100.64439654687499,26.8230735625,63
99.6302455625,26.8230735625,100.13732105468749,27.116536,20
100.13732105468749,26.8230735625,100.20070549121093,26.8597563671875,2
100.20070549121093,26.8230735625,100.26408992773437,26.8597563671875,163
100.13732105468749,26.8597563671875,100.20070549121093,26.896439171875,7
100.20070549121093,26.8597563671875,100.26408992773437,26.896439171875,384
100.26408992773437,26.8230735625,100.39085880078125,26.896439171875,9
100.13732105468749,26.896439171875,100.26408992773437,26.969804781249998,17
100.26408992773437,26.896439171875,100.39085880078125,26.969804781249998,6
100.39085880078125,26.8230735625,100.64439654687499,26.969804781249998,0
100.13732105468749,26.969804781249998,100.39085880078125,27.116536,0
100.39085880078125,26.969804781249998,100.64439654687499,27.116536,0
100.64439654687499,26.529611125000002,101.65854753125,27.116536,377
101.65854753125,25.94268625,102.672698515625,26.529611125000002,301
102.672698515625,25.94268625,103.6868495,26.529611125000002,389
101.65854753125,26.529611125000002,101.91208527734375,26.67634234375,489
101.91208527734375,26.529611125000002,102.16562302343749,26.67634234375,19
101.65854753125,26.67634234375,101.91208527734375,26.8230735625,17
101.91208527734375,26.67634234375,102.16562302343749,26.8230735625,20
102.16562302343749,26.529611125000002,102.672698515625,26.8230735625,162
101.65854753125,26.8230735625,102.16562302343749,27.116536,72
102.16562302343749,26.8230735625,102.672698515625,27.116536,22
102.672698515625,26.529611125000002,103.6868495,27.116536,157
71.234018,27.116536,87.46043374999999,36.507334,93
87.46043374999999,27.116536,91.5170376875,29.4642355,290
91.5170376875,27.116536,95.573641625,29.4642355,74
87.46043374999999,29.4642355,89.48873571875,30.63808525,3
89.48873571875,29.4642355,90.502886703125,30.051160375000002,0
90.502886703125,29.4642355,91.0099621953125,29.7576979375,141
91.0099621953125,29.4642355,91.26349994140625,29.61096671875,2
91.26349994140625,29.4642355,91.5170376875,29.61096671875,0
91.0099621953125,29.61096671875,91.07334663183593,29.6476495234375,267
91.07334663183593,29.61096671875,91.13673106835938,29.6476495234375,175
91.0099621953125,29.6476495234375,91.07334663183593,29.684332328125002,63
91.07334663183593,29.6476495234375,91.13673106835938,29.684332328125002,210
91.13673106835938,29.61096671875,91.26349994140625,29.684332328125002,150
91.0099621953125,29.684332328125002,91.13673106835938,29.7576979375,6
91.13673106835938,29.684332328125002,91.26349994140625,29.7576979375,1
91.26349994140625,29.61096671875,91.5170376875,29.7576979375,3
90.502886703125,29.7576979375,91.0099621953125,30.051160375000002,2
91.0099621953125,29.7576979375,91.5170376875,30.051160375000002,10
89.48873571875,30.051160375000002,90.502886703125,30.63808525,1
90.502886703125,30.051160375000002,91.5170376875,30.63808525,8
87.46043374999999,30.63808525,89.48873571875,31.811935,3
89.48873571875,30.63808525,91.5170376875,31.811935,5
91.5170376875,29.4642355,95.573641625,31.811935,240
95.573641625,27.116536,99.6302455625,29.4642355,82
99.6302455625,27.116536,101.65854753125,28.29038575,411
101.65854753125,27.116536,102.672698515625,27.703460874999998,76
102.672698515625,27.116536,103.6868495,27.703460874999998,136
101.65854753125,27.703460874999998,102.16562302343749,27.996923312499998,5
102.16562302343749,27.703460874999998,102.41916076953125,27.850192093749996,20
102.41916076953125,27.703460874999998,102.672698515625,27.850192093749996,0
102.16562302343749,27.850192093749996,102.22900745996093,27.886874898437497,61
102.22900745996093,27.850192093749996,102.29239189648436,27.886874898437497,316
102.16562302343749,27.886874898437497,102.22900745996093,27.923557703125,41
102.22900745996093,27.886874898437497,102.29239189648436,27.923557703125,179
102.29239189648436,27.850192093749996,102.41916076953125,27.923557703125,29
102.16562302343749,27.923557703125,102.29239189648436,27.996923312499998,26
102.29239189648436,27.923557703125,102.41916076953125,27.996923312499998,0
102.41916076953125,27.850192093749996,102.672698515625,27.996923312499998,0
101.65854753125,27.996923312499998,102.16562302343749,28.29038575,1
102.16562302343749,27.996923312499998,102.672698515625,28.29038575,28
102.672698515625,27.703460874999998,103.6868495,28.29038575,173
99.6302455625,28.29038575,101.65854753125,29.4642355,29
101.65854753125,28.29038575,102.672698515625,28.877310625,140
102.672698515625,28.29038575,103.6868495,28.877310625,37
101.65854753125,28.877310625,102.672698515625,29.4642355,96
102.672698515625,28.877310625,103.6868495,29.4642355,202
95.573641625,29.4642355,99.6302455625,31.811935,106
99.6302455625,29.4642355,101.65854753125,30.63808525,39
101.65854753125,29.4642355,102.672698515625,30.051160375000002,123
102.672698515625,29.4642355,103.1797740078125,29.7576979375,4
103.1797740078125,29.4642355,103.43331175390625,29.61096671875,6
103.43331175390625,29.4642355,103.6868495,29.61096671875,409
103.1797740078125,29.61096671875,103.43331175390625,29.7576979375,5
103.43331175390625,29.61096671875,103.6868495,29.7576979375,319
102.672698515625,29.7576979375,102.92623626171874,29.904429156250004,85
102.92623626171874,29.7576979375,103.1797740078125,29.904429156250004,1
102.672698515625,29.904429156250004,102.92623626171874,30.051160375000002,107
102.92623626171874,29.904429156250004,103.1797740078125,30.051160375000002,442
103.1797740078125,29.7576979375,103.6868495,30.051160375000002,317
101.65854753125,30.051160375000002,102.672698515625,30.63808525,49
102.672698515625,30.051160375000002,103.1797740078125,30.3446228125,195
103.1797740078125,30.051160375000002,103.6868495,30.3446228125,358
102.672698515625,30.3446228125,103.1797740078125,30.63808525,21
103.1797740078125,30.3446228125,103.43331175390625,30.491354031249998,10
103.43331175390625,30.3446228125,103.6868495,30.491354031249998,473
103.1797740078125,30.491354031249998,103.43331175390625,30.63808525,16
103.43331175390625,30.491354031249998,103.56008062695312,30.564719640625,57
103.56008062695312,30.491354031249998,103.6868495,30.564719640625,47
103.43331175390625,30.564719640625,103.56008062695312,30.63808525,384
103.56008062695312,30.564719640625,103.6868495,30.63808525,208
99.6302455625,30.63808525,101.65854753125,31.811935,53
101.65854753125,30.63808525,102.672698515625,31.225010124999997,40
102.672698515625,30.63808525,103.1797740078125,30.9315476875,0
103.1797740078125,30.63808525,103.6868495,30.9315476875,489
102.672698515625,30.9315476875,103.1797740078125,31.225010124999997,1
103.1797740078125,30.9315476875,103.43331175390625,31.07827890625,1
103.43331175390625,30.9315476875,103.56008062695312,31.004913296875,3
103.56008062695312,30.9315476875,103.62346506347656,30.9682304921875,5
103.62346506347656,30.9315476875,103.6868495,30.9682304921875,67
103.56008062695312,30.9682304921875,103.62346506347656,31.004913296875,86
103.62346506347656,30.9682304921875,103.6868495,31.004913296875,395
103.43331175390625,31.004913296875,103.56008062695312,31.07827890625,1
103.56008062695312,31.004913296875,103.6868495,31.07827890625,61
103.1797740078125,31.07827890625,103.43331175390625,31.225010124999997,0
103.43331175390625,31.07827890625,103.6868495,31.225010124999997,1
101.65854753125,31.225010124999997,102.672698515625,31.811935,12
102.672698515625,31.225010124999997,103.6868495,31.811935,62
87.46043374999999,31.811935,91.5170376875,34.159634499999996,1
91.5170376875,31.811935,95.573641625,34.159634499999996,37
87.46043374999999,34.159634499999996,91.5170376875,36.507334,0
91.5170376875,34.159634499999996,93.54533965625,35.33348425,8
93.54533965625,34.159634499999996,95.573641625,35.33348425,2
91.5170376875,35.33348425,93.54533965625,36.507334,0
93.54533965625,35.33348425,94.559490640625,35.920409125,1
94.559490640625,35.33348425,95.573641625,35.920409125,1
93.54533965625,35.920409125,94.559490640625,36.507334,0
94.559490640625,35.920409125,95.0665661328125,36.2138715625,8
95.0665661328125,35.920409125,95.573641625,36.2138715625,0
94.559490640625,36.2138715625,94.81302838671874,36.36060278125,0
94.81302838671874,36.2138715625,95.0665661328125,36.36060278125,0
94.559490640625,36.36060278125,94.81302838671874,36.507334,1
94.81302838671874,36.36060278125,94.87641282324218,36.397285585937496,165
94.87641282324218,36.36060278125,94.93979725976561,36.397285585937496,212
94.81302838671874,36.397285585937496,94.87641282324218,36.433968390625,2
94.87641282324218,36.397285585937496,94.93979725976561,36.433968390625,349
94.93979725976561,36.36060278125,95.0665661328125,36.433968390625,11
94.81302838671874,36.433968390625,94.93979725976561,36.507334,23
94.93979725976561,36.433968390625,95.0665661328125,36.507334,0
95.0665661328125,36.2138715625,95.573641625,36.507334,3
95.573641625,31.811935,99.6302455625,34.159634499999996,223
99.6302455625,31.811935,103.6868495,34.159634499999996,261
95.573641625,34.159634499999996,99.6302455625,36.507334,96
99.6302455625,34.159634499999996,101.65854753125,35.33348425,93
101.65854753125,34.159634499999996,103.6868495,35.33348425,173
99.6302455625,35.33348425,101.65854753125,36.507334,415
101.65854753125,35.33348425,102.672698515625,35.920409125,103
102.672698515625,35.33348425,103.1797740078125,35.626946687499995,43
103.1797740078125,35.33348425,103.43331175390625,35.480215468749996,51
103.43331175390625,35.33348425,103.6868495,35.480215468749996,13
103.1797740078125,35.480215468749996,103.43331175390625,35.626946687499995,459
103.43331175390625,35.480215468749996,103.6868495,35.626946687499995,47
102.672698515625,35.626946687499995,103.1797740078125,35.920409125,46
103.1797740078125,35.626946687499995,103.6868495,35.920409125,34
101.65854753125,35.920409125,102.672698515625,36.507334,388
102.672698515625,35.920409125,103.1797740078125,36.2138715625,21
103.1797740078125,35.920409125,103.43331175390625,36.06714034375,47
103.43331175390625,35.920409125,103.6868495,36.06714034375,0
103.1797740078125,36.06714034375,103.43331175390625,36.2138715625,26
103.43331175390625,36.06714034375,103.56008062695312,36.140505953125,0
103.56008062695312,36.06714034375,103.6868495,36.140505953125,418
103.43331175390625,36.140505953125,103.56008062695312,36.2138715625,64
103.56008062695312,36.140505953125,103.6868495,36.2138715625,42
102.672698515625,36.2138715625,103.1797740078125,36.507334,310
103.1797740078125,36.2138715625,103.6868495,36.507334,139
103.6868495,17.725738,107.7434534375,20.0734375,0
107.7434534375,17.725738,108.75760442187499,18.312662875,0
108.75760442187499,17.725738,109.2646799140625,18.0192004375,0
109.2646799140625,17.725738,109.77175540625,18.0192004375,0
108.75760442187499,18.0192004375,109.2646799140625,18.312662875,2
109.2646799140625,18.0192004375,109.51821766015624,18.165931656250002,0
109.51821766015624,18.0192004375,109.77175540625,18.165931656250002,0
109.2646799140625,18.165931656250002,109.39144878710937,18.239297265625,0
109.39144878710937,18.165931656250002,109.51821766015624,18.239297265625,23
109.2646799140625,18.239297265625,109.39144878710937,18.312662875,24
109.39144878710937,18.239297265625,109.4548332236328,18.2759800703125,0
109.4548332236328,18.239297265625,109.51821766015624,18.2759800703125,267
109.39144878710937,18.2759800703125,109.4548332236328,18.312662875,142
109.4548332236328,18.2759800703125,109.51821766015624,18.312662875,212
109.51821766015624,18.165931656250002,109.77175540625,18.312662875,333
107.7434534375,18.312662875,108.75760442187499,18.899587750000002,22
108.75760442187499,18.312662875,109.77175540625,18.899587750000002,318
109.77175540625,17.725738,111.800057375,18.899587750000002,413
107.7434534375,18.899587750000002,108.75760442187499,19.486512625000003,133
108.75760442187499,18.899587750000002,109.77175540625,19.486512625000003,163
107.7434534375,19.486512625000003,108.75760442187499,20.0734375,0
108.75760442187499,19.486512625000003,109.77175540625,20.0734375,484
109.77175540625,18.899587750000002,110.27883089843749,19.193050187500003,59
110.27883089843749,18.899587750000002,110.785906390625,19.193050187500003,58
109.77175540625,19.193050187500003,110.27883089843749,19.486512625000003,82
110.27883089843749,19.193050187500003,110.785906390625,19.486512625000003,419
110.785906390625,18.899587750000002,111.800057375,19.486512625000003,0
109.77175540625,19.486512625000003,110.27883089843749,19.7799750625,75
110.27883089843749,19.486512625000003,110.785906390625,19.7799750625,244
109.77175540625,19.7799750625,110.27883089843749,20.0734375,315
110.27883089843749,19.7799750625,110.53236864453125,19.92670628125,23
110.53236864453125,19.7799750625,110.785906390625,19.92670628125,28
110.27883089843749,19.92670628125,110.34221533496093,19.9633890859375,7
110.34221533496093,19.92670628125,110.40559977148436,19.9633890859375,1
110.27883089843749,19.9633890859375,110.31052311669922,19.98173048828125,41
110.31052311669922,19.9633890859375,110.34221533496093,19.98173048828125,43
110.27883089843749,19.98173048828125,110.31052311669922,20.000071890625,394
110.31052311669922,19.98173048828125,110.34221533496093,20.000071890625,222
110.34221533496093,19.9633890859375,110.40559977148436,20.000071890625,305
110.40559977148436,19.92670628125,110.53236864453125,20.000071890625,120
110.27883089843749,20.000071890625,110.31052311669922,20.018413292968752,271
110.31052311669922,20.000071890625,110.34221533496093,20.018413292968752,234
110.27883089843749,20.018413292968752,110.31052311669922,20.036754695312503,36
110.31052311669922,20.018413292968752,110.34221533496093,20.036754695312503,144
110.34221533496093,20.000071890625,110.40559977148436,20.036754695312503,278
110.27883089843749,20.036754695312503,110.34221533496093,20.0734375,111
110.34221533496093,20.036754695312503,110.40559977148436,20.0734375,93
110.40559977148436,20.000071890625,110.53236864453125,20.0734375,4
110.53236864453125,19.92670628125,110.785906390625,20.0734375,16
110.785906390625,19.486512625000003,111.800057375,20.0734375,43
103.6868495,20.0734375,105.71515146875,21.24728725,0
105.71515146875,20.0734375,107.7434534375,21.24728725,0
103.6868495,21.24728725,105.71515146875,22.421137,0
105.71515146875,21.24728725,106.729302453125,21.834212125,0
106.729302453125,21.24728725,107.7434534375,21.834212125,14
105.71515146875,21.834212125,106.729302453125,22.421137,4
106.729302453125,21.834212125,107.2363779453125,22.1276745625,188
107.2363779453125,21.834212125,107.7434534375,22.1276745625,16
106.729302453125,22.1276745625,107.2363779453125,22.421137,158
107.2363779453125,22.1276745625,107.7434534375,22.421137,292
107.7434534375,20.0734375,109.77175540625,21.24728725,9
109.77175540625,20.0734375,110.785906390625,20.660362375,290
110.785906390625,20.0734375,111.800057375,20.660362375,0
109.77175540625,20.660362375,110.27883089843749,20.9538248125,217
110.27883089843749,20.660362375,110.785906390625,20.9538248125,7
109.77175540625,20.9538248125,110.27883089843749,21.24728725,56
110.27883089843749,20.9538248125,110.53236864453125,21.10055603125,17
110.53236864453125,20.9538248125,110.785906390625,21.10055603125,0
110.27883089843749,21.10055603125,110.40559977148436,21.173921640625,38
110.40559977148436,21.10055603125,110.53236864453125,21.173921640625,0
110.27883089843749,21.173921640625,110.40559977148436,21.24728725,453
110.40559977148436,21.173921640625,110.53236864453125,21.24728725,73
110.53236864453125,21.10055603125,110.785906390625,21.24728725,3
110.785906390625,20.660362375,111.800057375,21.24728725,0
107.7434534375,21.24728725,108.25052892968749,21.5407496875,5
108.25052892968749,21.24728725,108.75760442187499,21.5407496875,0
107.7434534375,21.5407496875,108.25052892968749,21.834212125,227
108.25052892968749,21.5407496875,108.50406667578125,21.687480906250002,178
108.50406667578125,21.5407496875,108.75760442187499,21.687480906250002,0
108.25052892968749,21.687480906250002,108.50406667578125,21.834212125,331
108.50406667578125,21.687480906250002,108.75760442187499,21.834212125,96
108.75760442187499,21.24728725,109.01114216796874,21.394018468749998,0
109.01114216796874,21.24728725,109.2646799140625,21.394018468749998,0
108.75760442187499,21.394018468749998,109.01114216796874,21.5407496875,0
109.01114216796874,21.394018468749998,109.13791104101563,21.467384078125,285
109.13791104101563,21.394018468749998,109.2646799140625,21.467384078125,53
109.01114216796874,21.467384078125,109.13791104101563,21.5407496875,138
109.13791104101563,21.467384078125,109.2646799140625,21.5407496875,413
109.2646799140625,21.24728725,109.77175540625,21.5407496875,10
108.75760442187499,21.5407496875,109.2646799140625,21.834212125,454
109.2646799140625,21.5407496875,109.77175540625,21.834212125,130
107.7434534375,21.834212125,108.25052892968749,22.1276745625,5
108.25052892968749,21.834212125,108.50406667578125,21.98094334375,5
108.50406667578125,21.834212125,108.63083554882812,21.907577734375,4
108.63083554882812,21.834212125,108.75760442187499,21.907577734375,9
108.50406667578125,21.907577734375,108.56745111230468,21.944260539062498,3
108.56745111230468,21.907577734375,108.63083554882812,21.944260539062498,37
108.50406667578125,21.944260539062498,108.56745111230468,21.98094334375,11
